"key";"ru";"hy-AM"
"nav.conceptsProjects.projectDetails";"Детали";"Մանրամասներ"
"nav.conceptsProjects.projectDetailsDesc";"Подробная информация о проекте";"Նախագծի մանրամասնական տեղեկություն"
"nav.conceptsProjects.projectIssue";"Проблемы";"Խնդիր"
"nav.conceptsProjects.projectIssueDesc";"Решение проблем проекта";"Լուծել նախագծի խնդիրները"
"nav.conceptsProjects.projectList";"Список";"Ցանկ"
"nav.conceptsProjects.projectListDesc";"Организация всех проектов";"Դասավորել բոլոր նախագծերը"
"nav.conceptsProjects.projectTasks";"Задачи";"Առաջադրանքներ"
"nav.conceptsProjects.projectTasksDesc";"Управление задачами проекта";"Կառավարել նախագծի առաջադրանքները"
"nav.conceptsProjects.projects";"Проекты";"Նախագծեր"
"nav.conceptsProjects.projectsDesc";"Управление и отслеживание проектов";"Նախագծերի կառավարում և հետևում"
"nav.conceptsProjects.scrumBoard";"Scrum доска";"Scrum վահանակ"
"nav.conceptsProjects.scrumBoardDesc";"Управление рабочим процессом Scrum";"Կառավարեք scrum աշխատանքը"
"nav.dashboard.analytic";"Аналитика";"Վերլուծություն"
"nav.dashboard.dashboard";"Дашборды";"Վահանակ"
"nav.dashboard.ecommerce";"Ecommerce";"Էլեկտրոնային առևտուր"
"nav.dashboard.marketing";"Маркетинг";"Մարքեթինգ"
"nav.dashboard.project";"Проекты";"Նախագիծ"
"nav.examples";"Примеры";"Օրինակներ"
"nav.fileManager";"Файловый менеджер";"Ֆայլերի կառավարիչ"
"nav.fileManagerDesc";"Управление файлами";"Ֆայլերի կառավարում"
"nav.guide.changeLog";"История изменений";"Փոփոխությունների մատյան"
"nav.guide.documentation";"Документация";"Փաստաթղթավորում"
"nav.guide.guide";"Гайды";"Ուղեցույց"
"nav.guide.sharedComponentDoc";"Общие компоненты";"Ընդհանուր բաղադրիչ"
"nav.guide.utilsDoc";"Утилиты";"Օգտակար գործիքներ"
"nav.home";"Главная";"Գլխավոր"
"nav.mail";"Почта";"Փոստ"
"nav.mailDesc";"Управление почтой";"Կառավարել էլ․ փոստը"
"nav.others.accessDenied";"Access Denied";"Մուտքը մերժված է"
"nav.others.accessDeniedDesc";"Access denied page";"Մուտքը մերժված է էջ"
"nav.others.landing";"Landing";"Վայրէջք"
"nav.others.landingDesc";"Landing page";"Վայրէջքի էջ"
"nav.others.others";"Others";"Այլ"
"nav.pages.accessDenied";"Access Denied";"Մուտքը մերժված է"
"nav.pages.pages";"Pages";"Էջեր"
"nav.pages.welcome";"Welcome";"Բարի գալուստ"
"nav.superadmin.activityLog";"Журнал активности";"Ակտիվության մատյան"
"nav.superadmin.advertisements.ads";"Рекламные объявления";"Գովազդ"
"nav.superadmin.advertisements.advertisements";"Объявления";"Հայտարարություններ"
