"key";"ru";"es-MX"
"nav.uiComponentsNavigation.dropdown";"Выпадающее меню";"Menú desplegable"
"nav.uiComponentsNavigation.dropdownDesc";"Выпадающие меню";"Menús desplegables"
"nav.uiComponentsNavigation.menu";"Меню";"Menú"
"nav.uiComponentsNavigation.menuDesc";"Навигация меню";"Navegación por menú"
"nav.uiComponentsNavigation.navigation";"Навигация";"Navegación"
"nav.uiComponentsNavigation.navigationDesc";"Элементы навигации";"Elementos de navegación"
"nav.uiComponentsNavigation.pagination";"Пагинация";"Paginación"
"nav.uiComponentsNavigation.paginationDesc";"Элементы пагинации";"Controles de paginación"
"nav.uiComponentsNavigation.steps";"Шаги";"Pasos"
"nav.uiComponentsNavigation.stepsDesc";"Последовательные шаги";"Pasos secuenciales"
"nav.uiComponentsNavigation.tabs";"Вкладки";"Pestañas"
"nav.uiComponentsNavigation.tabsDesc";"Навигация по вкладкам";"Navegación por pestañas"
"onboarding.back";"Назад";"Atrás"
"onboarding.complete";"Завершить";"Finalizar"
"onboarding.next";"Далее";"Siguiente"
"onboarding.skip";"Пропустить";"Omitir"
"onboarding.steps.advertisements.ads.adBadge";"Реклама";"Anuncio"
"onboarding.steps.advertisements.ads.buyAds";"Купить рекламу";"Comprar publicidad"
"onboarding.steps.advertisements.ads.columns.createdAt";"Создано";"Creado"
"onboarding.steps.advertisements.ads.columns.photo";"Фото";"Foto"
"onboarding.steps.advertisements.ads.columns.placement";"Размещение";"Ubicación"
"onboarding.steps.advertisements.ads.columns.placementDates";"Даты размещения";"Fechas de ubicación"
"onboarding.steps.advertisements.ads.columns.stats";"Статистика";"Estadísticas"
"onboarding.steps.advertisements.ads.columns.status";"Статус";"Estado"
"onboarding.steps.advertisements.ads.columns.title";"Название";"Título"
"onboarding.steps.advertisements.ads.description";"Управление рекламными объявлениями с полной статистикой и настройками";"Administra tus anuncios con estadísticas y configuración completas"
"onboarding.steps.advertisements.ads.noAds";"Нет рекламных объявлений";"Sin anuncios"
"onboarding.steps.advertisements.ads.noAdsDescription";"Купите рекламу для продвижения вашего бизнеса";"Compra publicidad para promocionar tu negocio"
"onboarding.steps.advertisements.ads.placements.banner";"Баннер";"Banner"
"onboarding.steps.advertisements.ads.placements.homepage";"Главная";"Inicio"
"onboarding.steps.advertisements.ads.placements.services";"Услуги";"Servicios"
"onboarding.steps.advertisements.ads.placements.sidebar";"Боковая панель";"Barra lateral"
"onboarding.steps.advertisements.ads.stats.clicks";"Клики";"Clics"
"onboarding.steps.advertisements.ads.stats.created";"Создано";"Creado"
"onboarding.steps.advertisements.ads.stats.impressions";"Показы";"Impresiones"
"onboarding.steps.advertisements.ads.title";"Мои рекламные объявления";"Mis anuncios"
"onboarding.steps.advertisements.ads.viewModal.city";"Город";"Ciudad"
"onboarding.steps.advertisements.ads.viewModal.clicks";"Клики";"Clics"
"onboarding.steps.advertisements.ads.viewModal.endDate";"Дата окончания";"Fecha de fin"
"onboarding.steps.advertisements.ads.viewModal.impressions";"Показы";"Impresiones"
"onboarding.steps.advertisements.ads.viewModal.link";"Ссылка";"Enlace"
"onboarding.steps.advertisements.ads.viewModal.placement";"Размещение";"Ubicación"
"onboarding.steps.advertisements.ads.viewModal.startDate";"Дата начала";"Fecha de inicio"
"onboarding.steps.advertisements.ads.viewModal.state";"Штат";"Estado"
"onboarding.steps.advertisements.ads.viewModal.status";"Статус";"Estado"
"onboarding.steps.advertisements.ads.viewModal.title";"Просмотр рекламного объявления";"Ver anuncio"
"onboarding.steps.advertisements.buyAds";"Купить рекламу";"Comprar publicidad"
"onboarding.steps.advertisements.columns.createdAt";"Создано";"Creado"
"onboarding.steps.advertisements.columns.photo";"Фото";"Foto"
"onboarding.steps.advertisements.columns.status";"Статус";"Estado"
"onboarding.steps.advertisements.columns.title";"Название";"Título"
"onboarding.steps.advertisements.columns.visible";"Видимость";"Visibilidad"
"onboarding.steps.advertisements.create.additionalServices.active";"Активна";"Activo"
"onboarding.steps.advertisements.create.additionalServices.add";"Добавить";"Agregar"
"onboarding.steps.advertisements.create.additionalServices.addError";"Не удалось добавить дополнительную услугу";"No se pudo agregar el servicio adicional"
"onboarding.steps.advertisements.create.additionalServices.addTitle";"Добавить дополнительную услугу";"Agregar servicio adicional"
"onboarding.steps.advertisements.create.additionalServices.addedSuccess";"Дополнительная услуга добавлена";"Servicio adicional agregado"
"onboarding.steps.advertisements.create.additionalServices.deleteError";"Не удалось удалить дополнительную услугу";"No se pudo eliminar el servicio adicional"
"onboarding.steps.advertisements.create.additionalServices.deleteMessage";"Вы уверены, что хотите удалить эту дополнительную услугу?";"¿Seguro que deseas eliminar este servicio adicional?"
"onboarding.steps.advertisements.create.additionalServices.deleteTitle";"Удалить дополнительную услугу?";"¿Eliminar servicio adicional?"
"onboarding.steps.advertisements.create.additionalServices.deletedSuccess";"Дополнительная услуга удалена";"Servicio adicional eliminado"
"onboarding.steps.advertisements.create.additionalServices.description";"Описание";"Descripción"
"onboarding.steps.advertisements.create.additionalServices.descriptionPlaceholder";"Описание услуги";"Descripción del servicio"
"onboarding.steps.advertisements.create.additionalServices.duration";"Длительность (мин)";"Duración (min)"
"onboarding.steps.advertisements.create.additionalServices.durationPlaceholder";"Например: 30";"p. ej., 30"
"onboarding.steps.advertisements.create.additionalServices.durationRequired";"Пожалуйста, укажите длительность";"Ingresa la duración"
"onboarding.steps.advertisements.create.additionalServices.editTitle";"Редактировать дополнительную услугу";"Editar servicio adicional"
"onboarding.steps.advertisements.create.additionalServices.forDbService";"(для услуги из БД)";"(para servicio de la base de datos)"
"onboarding.steps.advertisements.create.additionalServices.inactive";"Неактивна";"Inactivo"
"onboarding.steps.advertisements.create.additionalServices.isActive";"Активна";"Activo"
"onboarding.steps.advertisements.create.additionalServices.loading";"Загрузка дополнительных услуг...";"Cargando servicios adicionales..."
"onboarding.steps.advertisements.create.additionalServices.manage";"Управлять";"Administrar"
"onboarding.steps.advertisements.create.additionalServices.management";"Управление дополнительными услугами";"Administración de servicios adicionales"
"onboarding.steps.advertisements.create.additionalServices.name";"Название";"Nombre"
"onboarding.steps.advertisements.create.additionalServices.namePlaceholder";"Например: Укладка";"p. ej., Peinado"
"onboarding.steps.advertisements.create.additionalServices.nameRequired";"Пожалуйста, укажите название услуги";"Ingresa el nombre del servicio"
"onboarding.steps.advertisements.create.additionalServices.noServices";"Нет дополнительных услуг. Нажмите ""Управлять"" чтобы добавить первую.";"No hay servicios adicionales. Haz clic en ""Administrar"" para agregar el primero."
